_ArtworkIDpk,_ArtistIDpk,ART_TITLE,ARTIST_ MAKER _ AUTHOR,DATE_text,DETAILS_label,_ExhIDfk,Exhibition::EXHIBITION TITLE
3719,1200,No Details Available,Romas Foord,n.d.,,1984_8_TABLES_AND,Tables and Chairs
3720,1201,No Details Available,Ian Heseltine,n.d.,,1984_8_TABLES_AND,Tables and Chairs
3721,1202,No Details Available,John Makepeace,n.d.,,1984_8_TABLES_AND,Tables and Chairs
3722,1154,No Details Available,Jim Partridge,n.d.,,1984_8_TABLES_AND,Tables and Chairs
3723,1203,No Details Available,Nicholas Partridge,n.d.,,1984_8_TABLES_AND,Tables and Chairs
3724,1204,No Details Available,Alan Peters,n.d.,,1984_8_TABLES_AND,Tables and Chairs
3725,1205,No Details Available,Hugh Scriven,n.d.,,1984_8_TABLES_AND,Tables and Chairs
3726,1206,No Details Available,Tag Partnership,n.d.,,1984_8_TABLES_AND,Tables and Chairs
3727,1207,No Details Available,Richard La Trobe Bateman,n.d.,,1984_8_TABLES_AND,Tables and Chairs
3728,1141,No Details Available,Floris Van Den Broecke,n.d.,,1984_8_TABLES_AND,Tables and Chairs
3729,1208,No Details Available,Robert Williams,n.d.,,1984_8_TABLES_AND,Tables and Chairs
3730,1209,No Details Available,Rupert Williamson,n.d.,,1984_8_TABLES_AND,Tables and Chairs
3731,1210,No Details Available,Martin Woolner,n.d.,,1984_8_TABLES_AND,Tables and Chairs
3732,1211,No Details Available,Juliet Goodden,n.d.,Floor Coverings,1984_8_TABLES_AND,Tables and Chairs
3733,1212,No Details Available,Sally Greaves Lord,n.d.,Floor Coverings,1984_8_TABLES_AND,Tables and Chairs
3734,1093,No Details Available,Helen Yardley,n.d.,Floor Coverings,1984_8_TABLES_AND,Tables and Chairs
3687,1194,"Dreams Of Life, Echoes Of A Occurring Madness",Roy Grayson,1984,"Oil paint on unprimed linen, comprising nine canvases.","1984_6_OBJECTS,_PHOTOGRAPHS","Roy Grayson: Objects, Photographs, Paintings"
3688,1194,The Gift,Roy Grayson,1980,Images In A Passing Discourse. Still lives with and without postcards.,"1984_6_OBJECTS,_PHOTOGRAPHS","Roy Grayson: Objects, Photographs, Paintings"
3689,1194,The Dream,Roy Grayson,1980,Images In A Passing Discourse. Still lives with and without postcards.,"1984_6_OBJECTS,_PHOTOGRAPHS","Roy Grayson: Objects, Photographs, Paintings"
3690,1194,The Magician,Roy Grayson,1980,Images In A Passing Discourse. Still lives with and without postcards.,"1984_6_OBJECTS,_PHOTOGRAPHS","Roy Grayson: Objects, Photographs, Paintings"
3691,1194,The Artificers Maison,Roy Grayson,1980,Images In A Passing Discourse. Still lives with and without postcards.,"1984_6_OBJECTS,_PHOTOGRAPHS","Roy Grayson: Objects, Photographs, Paintings"
3692,1194,The Embrace,Roy Grayson,1980,Images In A Passing Discourse. Still lives with and without postcards.,"1984_6_OBJECTS,_PHOTOGRAPHS","Roy Grayson: Objects, Photographs, Paintings"
3693,1194,Transcription Of Pleasure,Roy Grayson,1980,Images In A Passing Discourse. Still lives with and without postcards.,"1984_6_OBJECTS,_PHOTOGRAPHS","Roy Grayson: Objects, Photographs, Paintings"
3694,1194,Geometries Of Delights,Roy Grayson,1980,Images In A Passing Discourse. Still lives with and without postcards.,"1984_6_OBJECTS,_PHOTOGRAPHS","Roy Grayson: Objects, Photographs, Paintings"
3695,1194,É Of Three (Graces),Roy Grayson,1980,Images In A Passing Discourse. Still lives with and without postcards.,"1984_6_OBJECTS,_PHOTOGRAPHS","Roy Grayson: Objects, Photographs, Paintings"
3696,1194,Red And É,Roy Grayson,1980,Images In A Passing Discourse. Still lives with and without postcards.,"1984_6_OBJECTS,_PHOTOGRAPHS","Roy Grayson: Objects, Photographs, Paintings"
3697,1194,Incantation Of Narcissus,Roy Grayson,1980,Images In A Passing Discourse. Still lives with and without postcards.,"1984_6_OBJECTS,_PHOTOGRAPHS","Roy Grayson: Objects, Photographs, Paintings"
3698,1194,The Proposition,Roy Grayson,1980,Images In A Passing Discourse. Still lives with and without postcards.,"1984_6_OBJECTS,_PHOTOGRAPHS","Roy Grayson: Objects, Photographs, Paintings"
3699,1194,Cafe O!,Roy Grayson,1980,Images In A Passing Discourse. Still lives with and without postcards.,"1984_6_OBJECTS,_PHOTOGRAPHS","Roy Grayson: Objects, Photographs, Paintings"
3700,1194,Sinister Aspirations Of Poetry,Roy Grayson,1983,Pictures devised for the composers of obscure poetry.,"1984_6_OBJECTS,_PHOTOGRAPHS","Roy Grayson: Objects, Photographs, Paintings"
3701,1194,Birds Of A Feather,Roy Grayson,1983,Pictures devised for the composers of obscure poetry.,"1984_6_OBJECTS,_PHOTOGRAPHS","Roy Grayson: Objects, Photographs, Paintings"
3702,1194,Fickle Mistress,Roy Grayson,1983,Pictures devised for the composers of obscure poetry.,"1984_6_OBJECTS,_PHOTOGRAPHS","Roy Grayson: Objects, Photographs, Paintings"
3703,1194,The Blind Poet In Pursuit Of The Muse Of Fashion,Roy Grayson,1983,Pictures devised for the composers of obscure poetry.,"1984_6_OBJECTS,_PHOTOGRAPHS","Roy Grayson: Objects, Photographs, Paintings"
3704,1194,Habitude Noire,Roy Grayson,1984,Pictures devised for the composers of obscure poetry.,"1984_6_OBJECTS,_PHOTOGRAPHS","Roy Grayson: Objects, Photographs, Paintings"
3705,1194,Matrix Of Desire,Roy Grayson,1984,Pictures devised for the composers of obscure poetry.,"1984_6_OBJECTS,_PHOTOGRAPHS","Roy Grayson: Objects, Photographs, Paintings"
3706,1194,Atrophy Of Metaphor,Roy Grayson,1984,Pictures devised for the composers of obscure poetry.,"1984_6_OBJECTS,_PHOTOGRAPHS","Roy Grayson: Objects, Photographs, Paintings"
3707,1194,Traces Of Fashion Embracing Echoes Of Poetry,Roy Grayson,1983,Pictures devised for the composers of obscure poetry.,"1984_6_OBJECTS,_PHOTOGRAPHS","Roy Grayson: Objects, Photographs, Paintings"
3708,1194,Voyage Ii,Roy Grayson,1983,Pictures devised for the composers of obscure poetry.,"1984_6_OBJECTS,_PHOTOGRAPHS","Roy Grayson: Objects, Photographs, Paintings"
3709,1194,Raven,Roy Grayson,1983,Pictures devised for the composers of obscure poetry.,"1984_6_OBJECTS,_PHOTOGRAPHS","Roy Grayson: Objects, Photographs, Paintings"
3710,1194,Secrets Of The Sea,Roy Grayson,1984,Pictures devised for the composers of obscure poetry.,"1984_6_OBJECTS,_PHOTOGRAPHS","Roy Grayson: Objects, Photographs, Paintings"
3711,1194,Cocktail Party I,Roy Grayson,1984,Pictures devised for the composers of obscure poetry.,"1984_6_OBJECTS,_PHOTOGRAPHS","Roy Grayson: Objects, Photographs, Paintings"
3712,1194,Cocktail Party Ii,Roy Grayson,1984,Pictures devised for the composers of obscure poetry.,"1984_6_OBJECTS,_PHOTOGRAPHS","Roy Grayson: Objects, Photographs, Paintings"
3654,1184,Stricte Ii,Jean-Michel Alberola,1983,"paste/paper, 136 x 150.5",1984_5_NEW_FRENCH,New French Painting
3655,1184,Tenir A L'histoire,Jean-Michel Alberola,1983,"oil/canvas, 220 x 200",1984_5_NEW_FRENCH,New French Painting
3656,1184,L'afrique N'est Que De L'enfance Cachee Derriere Les Yeux,Jean-Michel Alberola,1983,"oil/canvas, 200 x 200",1984_5_NEW_FRENCH,New French Painting
3657,1185,"Heimlisch, Oct",Pierre Antoniucci,1982,"oil/canvas, 200 x 150",1984_5_NEW_FRENCH,New French Painting
3658,1185,Meduse No.2,Pierre Antoniucci,1983,"oil/canvas, 300 x 200",1984_5_NEW_FRENCH,New French Painting
3659,1185,Lakesis,Pierre Antoniucci,1983,,1984_5_NEW_FRENCH,New French Painting
3660,1186,La Honte,Jean Charles Blais,1983,"poster, dipych, 275 x 180 (each)",1984_5_NEW_FRENCH,New French Painting
3661,1186,Portrait,Jean Charles Blais,1982,240 x 150,1984_5_NEW_FRENCH,New French Painting
3662,1187,Untitled,Remi Blanchard,1983,"oil/canvas, 195 x 260",1984_5_NEW_FRENCH,New French Painting
3663,1187,Untitled,Remi Blanchard,1982,"oil/canvas, 200 x 200",1984_5_NEW_FRENCH,New French Painting
3664,1187,Untitled,Remi Blanchard,1982,,1984_5_NEW_FRENCH,New French Painting
3665,1188,J'aimais Trop Les Filles,Francois Boisron,1982,acrylic/canvas 210 x 150,1984_5_NEW_FRENCH,New French Painting
3666,1188,Untitled,Francois Boisron,1982,"acrylic/cardboard, 130 x 260",1984_5_NEW_FRENCH,New French Painting
3667,1188,Untitled,Francois Boisron,1982,"acrylic/canvas, 118 x 218 (each)",1984_5_NEW_FRENCH,New French Painting
3668,1189,Untitled,Robert Combas,1983,"mixed media/canvas, 220 x 135",1984_5_NEW_FRENCH,New French Painting
3669,1189,Untitled,Robert Combas,1982,"mixed media/canvas, 200 x 130",1984_5_NEW_FRENCH,New French Painting
3670,1189,Untitled,Robert Combas,1983,"mixed media/canvas, 220 x 180",1984_5_NEW_FRENCH,New French Painting
3671,1190,Micheline,Vincent Corpet,1983,"acrylic/paper, 250 x 150",1984_5_NEW_FRENCH,New French Painting
3672,1190,Prudence May,Vincent Corpet,1983,"acrylic/paper, 250 x 150",1984_5_NEW_FRENCH,New French Painting
3673,1190,Marine April,Vincent Corpet,1983,"acrylic/paper, 250 x 150",1984_5_NEW_FRENCH,New French Painting
3674,893,Pernety,Bernard Frize,1982,"oil/canvas, 200 x 320",1984_5_NEW_FRENCH,New French Painting
3675,893,Mabillon,Bernard Frize,1983,"oil/canvas, 180 x 220",1984_5_NEW_FRENCH,New French Painting
3676,893,Censier - Daubenton,Bernard Frize,1983,"oil/canvas, 180 x 220",1984_5_NEW_FRENCH,New French Painting
3677,1174,"Orion Le Classique, Orion L'indien",GŽrard Garouste,1982,"oil/canvas, 250 x 295",1984_5_NEW_FRENCH,New French Painting
3678,1174,Le Compagnon Obscur,GŽrard Garouste,1982,"sanguise/paper, 250 x 295",1984_5_NEW_FRENCH,New French Painting
3679,1191,Le Veilleur,Denis Laget,1982,"oil/canvas, 196 x 220",1984_5_NEW_FRENCH,New French Painting
3680,1191,Untitled,Denis Laget,1982,,1984_5_NEW_FRENCH,New French Painting
3681,1191,Untitled,Denis Laget,1983,drawing on paper,1984_5_NEW_FRENCH,New French Painting
3682,1192,Avion,Jean-Luc Poivert,1983,"paint/cloth, 200 x 240",1984_5_NEW_FRENCH,New French Painting
3683,1192,Avion,Jean-Luc Poivert,1983,"Paint/canvas, 200 x 340",1984_5_NEW_FRENCH,New French Painting
3684,1192,Avion,Jean-Luc Poivert,1983,"paint/canvas, 250 x 460",1984_5_NEW_FRENCH,New French Painting
3685,1193,Untitled,Georges Rousse,1983,"Ektachrome photograph, 127 x 156",1984_5_NEW_FRENCH,New French Painting
3686,1193,Untitled,Georges Rousse,1983,"Kodachrome photograph, 127 x 156",1984_5_NEW_FRENCH,New French Painting
3742,1217,Lucia,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3743,1217,The Annunciation,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3744,1217,Girl Praying,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3745,1217,Study - Madonna,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3746,1217,Study- Madonna And Child,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3747,1217,My Grandchild,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3748,1217,The Shadow Of The Cross,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3749,1217,Fervent In Prayer,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3750,1217,Goodness,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3751,1217,La Madonna Riposata/Resting In Hope,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3752,1217,"The Return ""After Three Days""",Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3753,1217,A Study Of A Holy Family,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3754,1217,Lady Ritchie And Her Nieces,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3755,1217,Study- Madonna And Children,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3756,1217,Spring,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3757,1217,Study- Madonna With Two Children,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3758,1217,L'Incoronata,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3759,1217,Margaret Norman,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3760,1217,A Study - Florence Fisher,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3761,1217,Study Of John The Baptist,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3762,1217,Venus Chiding Cupid ...,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3763,1217,The Young Endymion,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3764,1217,Love In Idleness,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3765,1217,Cupid's Pencil Of Light,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3766,1217,I Wait,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3767,1217,Esme Howard,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3768,1217,Child's Head,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3769,1217,Child's Head,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3770,1217,Paul And Virginia,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3771,1217,Hon. Claud (&) Lady Florence Anson,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3772,1217,May Prinsep,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3773,1217,My Favourite Picture My Niece Julia,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3774,1217,Julia Jackson Mrs. Herbert Duckworth,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3775,1217,Mrs. Duckworth With Child,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3776,1217,Mrs. Duckworth In Garden,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3777,1217,A Beautiful Vision,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3778,1217,Pre-Raphaelite Study,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3779,1217,Gretchen,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3780,1217,"A Study For ""Maud""",Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3781,1217,Beatrice,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3782,1217,A Study Of The Beatrice Cenci,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3783,1217,Ophelia,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3784,1217,The May Queen,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3785,1217,Angel At The Sepulchre,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3786,1217,The Angel At The Tomb,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3787,1217,The Dream,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3788,1217,The Kiss Of Peace,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3789,1217,Call And I Follow,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3790,1217,"Call I Follow, I Follow Let Me Die",Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3791,1217,The Minstrel Group,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3792,1217,Sisters,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3793,1217,Three King's Daughters Fair,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3794,1217,The Five Wise Virgins,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3795,1217,The Rose Bud Garden Of Girls,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3796,1217,The Wild Flower,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3797,1217,La Contadina,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3798,1217,Dora As The Bride,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3799,1217,Elaine The Lily Maid Of Astolat,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3800,1217,The Twilight Hour,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3801,1217,The Parting Of Sir Lancelot And Queen Guinevere,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3802,1217,Sir Galahad And The Pale Nun,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3803,1217,Come Pensive Nun ...,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3804,1217,The Little Novice And The Queen,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3805,1217,Kalutara Peasants,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3806,1217,Jepthah And His Daughter,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3807,1217,King Lear Allotting His Kingdom,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3808,1217,George Du Maurier And Child,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3809,1217,Queen Esther Before King Ahaseurus,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3810,1217,Prospero And Miranda,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3811,1217,Friar Lawrence And Juliet,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3812,1217,Henry Taylor A Portrait,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3813,1217,Lady Elcho As The Cumean Sibyl,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3814,1217,Whisper Of The Muse,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3815,1217,King Arthur,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3816,1217,The Dirty Monk,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3817,1217,"Alfred, Lord Tennyson",Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3818,1217,Tennyson,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3819,1217,Tennyson,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3820,1217,Tennyson With Cap,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3821,1217,Robert Browning,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3822,1217,Aubrey De Vere,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3823,1217,Speeding,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3824,1217,Darwin,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3825,1217,Charteris,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3826,1217,Justice James,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3827,1217,Longfellow,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3828,1217,Thomas Carlyle - Profile,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3829,1217,Carlyle Like A Rough Block Of Michael Angelo's Sculpture,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3830,1217,Sir John Herschel,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3831,1217,Sir John Herschel In Cap,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
3832,1217,Study Of King David,Julia Margaret Cameron,n.d.,,1984_3_1815-1879,Julia Margaret Cameron 1815-1879
